1.461000000000000000e+03,1.290518404999999912e+05
1.462000000000000000e+03,1.633535779999999795e+05
1.463000000000000000e+03,1.877091229999999923e+05
1.464000000000000000e+03,1.917622680000000109e+05
1.465000000000000000e+03,2.076522609999998240e+05
1.466000000000000000e+03,1.861558280000000377e+05
1.467000000000000000e+03,1.631244535000000033e+05
1.468000000000000000e+03,1.751111080000000366e+05
1.469000000000000000e+03,1.772063589999999967e+05
1.470000000000000000e+03,1.207426799999998912e+05
1.471000000000000000e+03,1.819648489999999874e+05
1.472000000000000000e+03,9.566760200000034820e+04
1.473000000000000000e+03,1.018939740000003803e+05
1.474000000000000000e+03,1.543107799999999115e+05
1.475000000000000000e+03,1.442634799999996903e+05
1.476000000000000000e+03,3.970915710000010440e+05
1.477000000000000000e+03,2.568294524999994028e+05
1.478000000000000000e+03,3.173165825000008335e+05
1.479000000000000000e+03,2.809344309999998659e+05
1.480000000000000000e+03,4.637064315000012284e+05
1.481000000000000000e+03,3.238142904999990133e+05
1.482000000000000000e+03,2.141349359999997541e+05
1.483000000000000000e+03,1.764295450000000419e+05
1.484000000000000000e+03,1.696184674999999988e+05
1.485000000000000000e+03,1.750880329999999958e+05
1.486000000000000000e+03,2.074264545000000799e+05
1.487000000000000000e+03,3.398572219999993686e+05
1.488000000000000000e+03,2.456989955000001064e+05
1.489000000000000000e+03,1.794740075000000070e+05
1.490000000000000000e+03,1.996738375000000233e+05
1.491000000000000000e+03,2.022948394999999146e+05
1.492000000000000000e+03,9.802461000000001513e+04
1.493000000000000000e+03,1.748489100000000326e+05
1.494000000000000000e+03,3.154150644999985816e+05
1.495000000000000000e+03,3.104051254999990342e+05
1.496000000000000000e+03,2.183211645000001008e+05
1.497000000000000000e+03,1.967433849999999220e+05
1.498000000000000000e+03,1.578732170000000915e+05
1.499000000000000000e+03,1.569895510000000650e+05
1.500000000000000000e+03,1.478756335000001127e+05
1.501000000000000000e+03,1.672912099999999919e+05
1.502000000000000000e+03,1.651131794999999402e+05
1.503000000000000000e+03,2.887827024999999558e+05
1.504000000000000000e+03,2.498324819999996980e+05
1.505000000000000000e+03,2.124816330000000307e+05
1.506000000000000000e+03,1.946091639999999315e+05
1.507000000000000000e+03,2.248461300000001211e+05
1.508000000000000000e+03,2.074466970000001893e+05
1.509000000000000000e+03,1.723261595000000671e+05
1.510000000000000000e+03,1.492171824999998207e+05
1.511000000000000000e+03,1.482926964999999036e+05
1.512000000000000000e+03,1.826039954999999900e+05
1.513000000000000000e+03,1.578282990000000573e+05
1.514000000000000000e+03,1.667980820000000531e+05
1.515000000000000000e+03,1.935108940000000584e+05
1.516000000000000000e+03,1.636125169999999634e+05
1.517000000000000000e+03,1.491431259999998147e+05
1.518000000000000000e+03,1.308232634999997972e+05
1.519000000000000000e+03,2.080770939999999246e+05
1.520000000000000000e+03,1.334156055000001797e+05
1.521000000000000000e+03,1.401719794999998994e+05
1.522000000000000000e+03,1.775799200000000128e+05
1.523000000000000000e+03,1.214345834999999643e+05
1.524000000000000000e+03,1.210797250000002678e+05
1.525000000000000000e+03,1.271086805000001041e+05
1.526000000000000000e+03,1.244253470000001980e+05
1.527000000000000000e+03,1.030315545000006678e+05
1.528000000000000000e+03,1.284089675000002462e+05
1.529000000000000000e+03,1.406233430000000517e+05
1.530000000000000000e+03,1.812037104999999865e+05
1.531000000000000000e+03,1.321728104999999632e+05
1.532000000000000000e+03,1.110741505000003672e+05
1.533000000000000000e+03,1.519239349999999395e+05
1.534000000000000000e+03,1.187361010000000097e+05
1.535000000000000000e+03,1.669845204999999842e+05
1.536000000000000000e+03,1.168905779999998922e+05
1.537000000000000000e+03,7.658149799999952666e+04
1.538000000000000000e+03,1.867414899999999616e+05
1.539000000000000000e+03,2.597467624999998079e+05
1.540000000000000000e+03,1.163478824999998615e+05
1.541000000000000000e+03,1.562535645000000368e+05
1.542000000000000000e+03,1.471373015000000014e+05
1.543000000000000000e+03,2.244972820000002685e+05
1.544000000000000000e+03,8.543617650000010326e+04
1.545000000000000000e+03,1.129605315000001137e+05
1.546000000000000000e+03,1.277215140000002284e+05
1.547000000000000000e+03,1.489792219999999506e+05
1.548000000000000000e+03,1.446670494999999937e+05
1.549000000000000000e+03,1.153161485000000976e+05
1.550000000000000000e+03,1.478542849999999162e+05
1.551000000000000000e+03,1.218220485000002955e+05
1.552000000000000000e+03,1.545499220000000787e+05
1.553000000000000000e+03,1.438032225000002654e+05
1.554000000000000000e+03,1.234116740000001737e+05
1.555000000000000000e+03,1.754593240000000224e+05
1.556000000000000000e+03,1.011642039999997796e+05
1.557000000000000000e+03,1.456142260000000242e+05
1.558000000000000000e+03,9.478635249999978987e+04
1.559000000000000000e+03,1.197214059999996534e+05
1.560000000000000000e+03,1.606226550000000570e+05
1.561000000000000000e+03,1.608582565000000468e+05
1.562000000000000000e+03,1.268146919999999227e+05
1.563000000000000000e+03,1.277530419999998558e+05
1.564000000000000000e+03,1.733127005000000063e+05
1.565000000000000000e+03,1.570213554999999469e+05
1.566000000000000000e+03,2.075401045000001905e+05
1.567000000000000000e+03,8.051079600000017672e+04
1.568000000000000000e+03,2.260452155000003986e+05
1.569000000000000000e+03,1.472788204999999434e+05
1.570000000000000000e+03,1.246648265000002866e+05
1.571000000000000000e+03,1.380284050000000279e+05
1.572000000000000000e+03,1.370638879999999772e+05
1.573000000000000000e+03,2.282831255000002275e+05
1.574000000000000000e+03,1.220776604999997944e+05
1.575000000000000000e+03,2.117638965000001190e+05
1.576000000000000000e+03,2.237116000000002095e+05
1.577000000000000000e+03,1.789577380000000121e+05
1.578000000000000000e+03,1.552280055000000284e+05
1.579000000000000000e+03,1.425195224999999336e+05
1.580000000000000000e+03,2.043294200000000128e+05
1.581000000000000000e+03,1.385307534999998752e+05
1.582000000000000000e+03,1.328742855000000563e+05
1.583000000000000000e+03,3.485264054999998771e+05
1.584000000000000000e+03,2.489489320000002917e+05
1.585000000000000000e+03,1.358507124999998196e+05
1.586000000000000000e+03,7.198503600000058941e+04
1.587000000000000000e+03,1.049908939999999857e+05
