1461,129051
1462,163353
1463,187709
1464,191762
1465,207652
1466,186155
1467,163124
1468,175111
1469,177206
1470,120742
1471,181964
1472,95667
1473,101893
1474,154310
1475,144263
1476,397091
1477,256829
1478,317316
1479,280934
1480,463706
1481,323814
1482,214134
1483,176429
1484,169618
1485,175088
1486,207426
1487,339857
1488,245698
1489,179474
1490,199673
1491,202294
1492,98024
1493,174848
1494,315415
1495,310405
1496,218321
1497,196743
1498,157873
1499,156989
1500,147875
1501,167291
1502,165113
1503,288782
1504,249832
1505,212481
1506,194609
1507,224846
1508,207446
1509,172326
1510,149217
1511,148292
1512,182603
1513,157828
1514,166798
1515,193510
1516,163612
1517,149143
1518,130823
1519,208077
1520,133415
1521,140171
1522,177579
1523,121434
1524,121079
1525,127108
1526,124425
1527,103031
1528,128408
1529,140623
1530,181203
1531,132172
1532,111074
1533,151923
1534,118736
1535,166984
1536,116890
1537,76581
1538,186741
1539,259746
1540,116347
1541,156253
1542,147137
1543,224497
1544,85436
1545,112960
1546,127721
1547,148979
1548,144667
1549,115316
1550,147854
1551,121822
1552,154549
1553,143803
1554,123411
1555,175459
1556,101164
1557,145614
1558,94786
1559,119721
1560,160622
1561,160858
1562,126814
1563,127753
1564,173312
1565,157021
1566,207540
1567,80510
1568,226045
1569,147278
1570,124664
1571,138028
1572,137063
1573,228283
1574,122077
1575,211763
1576,223711
1577,178957
1578,155228
1579,142519
1580,204329
1581,138530
1582,132874
1583,348526
1584,248948
1585,135850
1586,71985
1587,104990
1588,149971
1589,106431
1590,137198
1591,107101
1592,130603
1593,120394
1594,143292
1595,128066
1596,248288
1597,161653
1598,195385
1599,218019
1600,196509
1601,82076
1602,116924
1603,98584
1604,290652
1605,266011
1606,171012
1607,164567
1608,190630
1609,172923
1610,161844
1611,142420
1612,162032
1613,155880
1614,120427
1615,94820
1616,88890
1617,96719
1618,128687
1619,128548
1620,151832
1621,143944
1622,161186
1623,303274
1624,217406
1625,129767
1626,178733
1627,195434
1628,303876
1629,188406
1630,353193
1631,225479
1632,248451
1633,171828
1634,188376
1635,187565
1636,156949
1637,179196
1638,231904
1639,183900
1640,250838
1641,197780
1642,230507
1643,243945
1644,236163
1645,194696
1646,152551
1647,166098
1648,140241
1649,138014
1650,122583
1651,120827
1652,94585
1653,99120
1654,155850
1655,156918
1656,150898
1657,152063
1658,156243
1659,146183
1660,143853
1661,438816
1662,405106
1663,391888
1664,456659
1665,324960
1666,339943
1667,357887
1668,338949
1669,314479
1670,342150
1671,277665
1672,450262
1673,305825
1674,262494
1675,185221
1676,181639
1677,187081
1678,468526
1679,368623
1680,334991
1681,278312
1682,303059
1683,179918
1684,172805
1685,179531
1686,163832
1687,169867
1688,196093
1689,187187
1690,181109
1691,175283
1692,275627
1693,172674
1694,187067
1695,171496
1696,268610
1697,171740
1698,348748
1699,337651
1700,250139
1701,284114
1702,258798
1703,256453
1704,294122
1705,231672
1706,466182
1707,186498
1708,186622
1709,285669
1710,231206
1711,278404
1712,260252
1713,263056
1714,230417
1715,205995
1716,172797
1717,167603
1718,136707
1719,229157
1720,260405
1721,167670
1722,129785
1723,151335
1724,192510
1725,244055
1726,187093
1727,168492
1728,182713
1729,172639
1730,170747
1731,122019
1732,135346
1733,129161
1734,132185
1735,131363
1736,120126
1737,369397
1738,227596
1739,265732
1740,182746
1741,169992
1742,165853
1743,172699
1744,315647
1745,244992
1746,274481
1747,231893
1748,209907
1749,169615
1750,145279
1751,246035
1752,127760
1753,141350
1754,233320
1755,175547
1756,122067
1757,124244
1758,166769
1759,179021
1760,165100
1761,157976
1762,179402
1763,186264
1764,117887
1765,182970
1766,185590
1767,199451
1768,134608
1769,178432
1770,134547
1771,133958
1772,143457
1773,134872
1774,133815
1775,128388
1776,121424
1777,120767
1778,126623
1779,122201
1780,179145
1781,130998
1782,101691
1783,142645
1784,99623
1785,116498
1786,159711
1787,183981
1788,65616
1789,95717
1790,89680
1791,181752
1792,157663
1793,136001
1794,139287
1795,132092
1796,123007
1797,118951
1798,124086
1799,119010
1800,127990
1801,130198
1802,152814
1803,160899
1804,142803
1805,135332
1806,129840
1807,166023
1808,130761
1809,125661
1810,152288
1811,119840
1812,120556
1813,140810
1814,104441
1815,67254
1816,103703
1817,127393
1818,145525
1819,126333
1820,84394
1821,128256
1822,154289
1823,62844
1824,144994
1825,138960
1826,111490
1827,109732
1828,140736
1829,117219
1830,153405
1831,197108
1832,111082
1833,166913
1834,137241
1835,186986
1836,132692
1837,108317
1838,147432
1839,89880
1840,153069
1841,142285
1842,94119
1843,137977
1844,136493
1845,141571
1846,141972
1847,148499
1848,66175
1849,128925
1850,122430
1851,165981
1852,124484
1853,134161
1854,171210
1855,165403
1856,241606
1857,165144
1858,138354
1859,123108
1860,152567
1861,123044
1862,270190
1863,267685
1864,267685
1865,336276
1866,335373
1867,245699
1868,313564
1869,178889
1870,249997
1871,261254
1872,179750
1873,235673
1874,137607
1875,202346
1876,196945
1877,204456
1878,207440
1879,129908
1880,137389
1881,255853
1882,269842
1883,208469
1884,233605
1885,260900
1886,312189
1887,197767
1888,292305
1889,177582
1890,128033
1891,136944
1892,111300
1893,158039
1894,129768
1895,156411
1896,141665
1897,123838
1898,116482
1899,136135
1900,154128
1901,172068
1902,130212
1903,228043
1904,132245
1905,180903
1906,153341
1907,204833
1908,110584
1909,133835
1910,123257
1911,195884
1912,263434
1913,146206
1914,63667
1915,328039
1916,72860
1917,266138
1918,136986
1919,170470
1920,146412
1921,409077
1922,336554
1923,216652
1924,241333
1925,239736
1926,397119
1927,133418
1928,164818
1929,127021
1930,127850
1931,139337
1932,145475
1933,183544
1934,187306
1935,177364
1936,195573
1937,184488
1938,167473
1939,254207
1940,208192
1941,182352
1942,196501
1943,209312
1944,334516
1945,383159
1946,162372
1947,315570
1948,172877
1949,262917
1950,173352
1951,272859
1952,249555
1953,161291
1954,218425
1955,145526
1956,284527
1957,160642
1958,325623
1959,140323
1960,118314
1961,122373
1962,96373
1963,105321
1964,130846
1965,155734
1966,158345
1967,297965
1968,408121
1969,393391
1970,438259
1971,445484
1972,370726
1973,280351
1974,324195
1975,463937
1976,288077
1977,369591
1978,362366
1979,350722
1980,184824
1981,355274
1982,236165
1983,225185
1984,182784
1985,198694
1986,202138
1987,170208
1988,181319
1989,204647
1990,236089
1991,186066
1992,232514
1993,174453
1994,251211
1995,193948
1996,283052
1997,355720
1998,362256
1999,256128
2000,323309
2001,277534
2002,241656
2003,270073
2004,282070
2005,233046
2006,222581
2007,251871
2008,180745
2009,192265
2010,202535
2011,141512
2012,169235
2013,186795
2014,196314
2015,206530
2016,197559
2017,212438
2018,124279
2019,134542
2020,119703
2021,121635
2022,176488
2023,151717
2024,228857
2025,387559
2026,176311
2027,145944
2028,159161
2029,163804
2030,296162
2031,268230
2032,278129
2033,285602
2034,168233
2035,211777
2036,188279
2037,194269
2038,337501
2039,211201
2040,400906
2041,279210
2042,221087
2043,177541
2044,180042
2045,241211
2046,135278
2047,158152
2048,130889
2049,136346
2050,196227
2051,107980
2052,130365
2053,133521
2054,91225
2055,175263
2056,143164
2057,126090
2058,216656
2059,126514
2060,170942
2061,186632
2062,131135
2063,112769
2064,133564
2065,117727
2066,178486
2067,136915
2068,133770
2069,86364
2070,116498
2071,96907
2072,141794
2073,137359
2074,181662
2075,134711
2076,125552
2077,144522
2078,131953
2079,152018
2080,115972
2081,136885
2082,128952
2083,151169
2084,113429
2085,130552
2086,113071
2087,134146
2088,113936
2089,96414
2090,138983
2091,125358
2092,137409
2093,147783
2094,144810
2095,161443
2096,90793
2097,100954
2098,155344
2099,64668
2100,110636
2101,121360
2102,152548
2103,105125
2104,141824
2105,129722
2106,85528
2107,249790
2108,116626
2109,113718
2110,127828
2111,178524
2112,142930
2113,120804
2114,121643
2115,159143
2116,113814
2117,145090
2118,136065
2119,110766
2120,118314
2121,97692
2122,110447
2123,91200
2124,206936
2125,136387
2126,160510
2127,156721
2128,133114
2129,104492
2130,152495
2131,177278
2132,128611
2133,117814
2134,123005
2135,103042
2136,103598
2137,114127
2138,138008
2139,148303
2140,134602
2141,139311
2142,131611
2143,142705
2144,118693
2145,134619
2146,150008
2147,171195
2148,150093
2149,139529
2150,230956
2151,142468
2152,171094
2153,170862
2154,112409
2155,127872
2156,226540
2157,258046
2158,248138
2159,232884
2160,171726
2161,256820
2162,449490
2163,348230
2164,263010
2165,185386
2166,142269
2167,203103
2168,211172
2169,201256
2170,232740
2171,138231
2172,137891
2173,159364
2174,252562
2175,326650
2176,333743
2177,257597
2178,225480
2179,137813
2180,185034
2181,188196
2182,230817
2183,182574
2184,132027
2185,130566
2186,146695
2187,148788
2188,167049
2189,178698
2190,90235
2191,94547
2192,92967
2193,96692
2194,105839
2195,111633
2196,109065
2197,127142
2198,171289
2199,180195
2200,155404
2201,133574
2202,199526
2203,165268
2204,182430
2205,127839
2206,129563
2207,253749
2208,240010
2209,191267
2210,118915
2211,113998
2212,115397
2213,111406
2214,146731
2215,104119
2216,159302
2217,69909
2218,113021
2219,76176
2220,84733
2221,330358
2222,264325
2223,265517
2224,229109
2225,134329
2226,184142
2227,181334
2228,285498
2229,242720
2230,161381
2231,204734
2232,170649
2233,168388
2234,252857
2235,214983
2236,272191
2237,367649
2238,197274
2239,119461
2240,161946
2241,146372
2242,135138
2243,140901
2244,95657
2245,96296
2246,138369
2247,103946
2248,125728
2249,126675
2250,135842
2251,125415
2252,180444
2253,170365
2254,183423
2255,202462
2256,181444
2257,195943
2258,166911
2259,182591
2260,145610
2261,197891
2262,222761
2263,347467
2264,428611
2265,168348
2266,304335
2267,353935
2268,386600
2269,156670
2270,183370
2271,268345
2272,226172
2273,159143
2274,182188
2275,161914
2276,179287
2277,197558
2278,158243
2279,121628
2280,116532
2281,169843
2282,186940
2283,103410
2284,111715
2285,153515
2286,132240
2287,353996
2288,274237
2289,373201
2290,435125
2291,331754
2292,411235
2293,456545
2294,403354
2295,431155
2296,282738
2297,316830
2298,340379
2299,379152
2300,317826
2301,289759
2302,249471
2303,244665
2304,263841
2305,177038
2306,178203
2307,181226
2308,229386
2309,302227
2310,229012
2311,189870
2312,168888
2313,181935
2314,178155
2315,178492
2316,187986
2317,188959
2318,178141
2319,173995
2320,170622
2321,256582
2322,163240
2323,176931
2324,169423
2325,216716
2326,172651
2327,234235
2328,238575
2329,193051
2330,184054
2331,368851
2332,417576
2333,327614
2334,260243
2335,279272
2336,347437
2337,186189
2338,284589
2339,232161
2340,400520
2341,220729
2342,241174
2343,212270
2344,243995
2345,260027
2346,221168
2347,184710
2348,237382
2349,152112
2350,295671
2351,262150
2352,247852
2353,206410
2354,133213
2355,163163
2356,148026
2357,187554
2358,202443
2359,125900
2360,120951
2361,139163
2362,264956
2363,141961
2364,149975
2365,227530
2366,194060
2367,225933
2368,188576
2369,230835
2370,162747
2371,163295
2372,174178
2373,271664
2374,301248
2375,237421
2376,283796
2377,345236
2378,133235
2379,215097
2380,147408
2381,171549
2382,198088
2383,223331
2384,252150
2385,148486
2386,136675
2387,131688
2388,101189
2389,130641
2390,134523
2391,139762
2392,117691
2393,165213
2394,144665
2395,199983
2396,147541
2397,212666
2398,121626
2399,65420
2400,63407
2401,113851
2402,129810
2403,129430
2404,157189
2405,152415
2406,132858
2407,126410
2408,135409
2409,130572
2410,185232
2411,125052
2412,170603
2413,135697
2414,129482
2415,128355
2416,128599
2417,127691
2418,124304
2419,132113
2420,128039
2421,164635
2422,115388
2423,129056
2424,157396
2425,159771
2426,140699
2427,138704
2428,189105
2429,119099
2430,131511
2431,122338
2432,131023
2433,139182
2434,140976
2435,157504
2436,107461
2437,113736
2438,127445
2439,112880
2440,138672
2441,109782
2442,106126
2443,117727
2444,128841
2445,98966
2446,140806
2447,228763
2448,150984
2449,121474
2450,160611
2451,143821
2452,222607
2453,97484
2454,137469
2455,107862
2456,148442
2457,127680
2458,119024
2459,112986
2460,150481
2461,128659
2462,139316
2463,133214
2464,160359
2465,158422
2466,129802
2467,162496
2468,98758
2469,94717
2470,182373
2471,229400
2472,186352
2473,145064
2474,109608
2475,236385
2476,126199
2477,132584
2478,167246
2479,112235
2480,128813
2481,118782
2482,134000
2483,119806
2484,124894
2485,125930
2486,153923
2487,179047
2488,160441
2489,160896
2490,137352
2491,92025
2492,179549
2493,160063
2494,170114
2495,99118
2496,214958
2497,164757
2498,119637
2499,88713
2500,129537
2501,149652
2502,153386
2503,118798
2504,183965
2505,235085
2506,263244
2507,331118
2508,261268
2509,225318
2510,236627
2511,176491
2512,226731
2513,234389
2514,241677
2515,143235
2516,174782
2517,133077
2518,138487
2519,240862
2520,212165
2521,208288
2522,233985
2523,135024
2524,139063
2525,143512
2526,139814
2527,112902
2528,128204
2529,135387
2530,108483
2531,258572
2532,239200
2533,209607
2534,244670
2535,306949
2536,239574
2537,231837
2538,179440
2539,178553
2540,174885
2541,177142
2542,168587
2543,131932
2544,130440
2545,147390
2546,138492
2547,141854
2548,159334
2549,170714
2550,378721
2551,139352
2552,120990
2553,91318
2554,122092
2555,108090
2556,104611
2557,112869
2558,165053
2559,145567
2560,141687
2561,148798
2562,145701
2563,153075
2564,186934
2565,129911
2566,158306
2567,149117
2568,188640
2569,193931
2570,116707
2571,159386
2572,193387
2573,241821
2574,303143
2575,132846
2576,131293
2577,167549
2578,100224
2579,82368
2580,130139
2581,124649
2582,118824
2583,297918
2584,174547
2585,181163
2586,207318
2587,201216
2588,158474
2589,149454
2590,213097
2591,201666
2592,230243
2593,254701
2594,168732
2595,210609
2596,349305
2597,174754
2598,268019
2599,344908
2600,158774
2601,132326
2602,92545
2603,94841
2604,95225
2605,90150
2606,144730
2607,187123
2608,208708
2609,174650
2610,119505
2611,157936
2612,146538
2613,127282
2614,123273
2615,157639
2616,133610
2617,182098
2618,191021
2619,239854
2620,188823
2621,186868
2622,189908
2623,253177
2624,278220
2625,329179
2626,158204
2627,191365
2628,423849
2629,549178
2630,381542
2631,460929
2632,419283
2633,316500
2634,395029
2635,152309
2636,214707
2637,174314
2638,258003
2639,192423
2640,150127
2641,106805
2642,191436
2643,109711
2644,145314
2645,101824
2646,93764
2647,103975
2648,140975
2649,152173
2650,150484
2651,156489
2652,450545
2653,251666
2654,248233
2655,366098
2656,339330
2657,356160
2658,290669
2659,309706
2660,332820
2661,341900
2662,347768
